9.68	16.5
9.69	16.5
9.7	16.5
9.71	16.5
9.72	16.5
9.73	16.5
9.74	16.5
9.75	16.5
9.76	16.5
9.77	16.5
9.78	16.5
9.79	16.5
9.8	16.5
9.81	16.5
9.82	16.5
9.83	16.5
9.84	16.5
9.85	16.5
9.86	16.5
9.87	16.5
9.88	16.5
9.89	16.5
9.9	16.5
9.91	16.5
9.92	16.5
9.93	16.5
9.94	16.5
9.95	16.5
9.96	16.5
9.97	16.5
9.98	16.5
9.99	16.5
10	16.5
10.01	16.5
10.02	16.5
10.03	16.5
10.04	16.5
10.05	16.5
10.06	16.5
10.07	16.5
10.08	16.5
10.09	16.5
10.1	16.5
10.11	16.5
10.12	16.5
10.13	16.5
10.14	16.5
10.15	16.5
10.16	16.5
10.17	16.5
10.18	16.5
10.19	16.5
10.2	16.5
10.21	16.5
10.22	16.5
10.23	16.5
10.24	16.5
10.25	16.5
10.26	16.5
10.27	16.5
10.28	16.5
10.29	16.5
10.3	16.5
10.31	16.5
10.32	16.5
10.33	16.5
10.34	16.5
10.35	16.5
10.36	16.5
10.37	16.5
10.38	16.5
10.39	16.5
10.4	16.5
10.41	16.5
10.42	16.5
10.43	16.5
10.44	16.5
10.45	16.5
10.46	16.5
10.47	16.5
10.48	16.5
10.49	16.5
10.5	16.5
10.51	16.5
10.52	16.5
10.53	16.5
10.54	16.5
10.55	16.5
10.56	16.5
10.57	16.5
10.58	16.5
10.59	16.5
10.6	16.5
10.61	16.5
10.62	16.5
10.63	16.5
10.64	16.5
10.65	16.5
10.66	16.5
10.67	16.5
10.68	16.5
10.69	16.5
10.7	16.5
10.71	16.5
10.72	16.5
10.73	16.5
10.74	16.5
10.75	16.5
10.76	16.5
10.77	16.5
10.78	16.5
10.79	16.5
10.8	16.5
10.81	16.5
10.82	16.5
10.83	16.5
10.84	16.5
10.85	16.5
10.86	16.5
10.87	16.5
10.88	16.5
10.89	16.5
10.9	16.5
10.91	16.5
10.92	16.5
10.93	16.5
10.94	16.5
10.95	16.5
10.96	16.5
10.97	16.5
10.98	16.5
10.99	16.5
11	16.5
11.01	16.5
11.02	16.5
11.03	16.5
11.04	16.5
11.05	16.5
11.06	16.5
11.07	16.5
11.08	16.5
11.09	16.5
11.1	16.5
11.11	16.5
11.12	16.5
11.13	16.5
11.14	16.5
11.15	16.5
11.16	16.5
11.17	16.5
11.18	16.5
11.19	16.5
11.2	16.5
11.21	16.5
11.22	16.5
11.23	16.5
11.24	16.5
11.25	16.5
11.26	16.5
11.27	16.5
11.28	16.5
11.29	16.5
11.3	16.5
11.31	16.5
11.32	16.5
11.33	16.5
11.34	16.5
11.35	16.5
11.36	16.5
11.37	16.5
11.38	16.5
11.39	16.5
11.4	16.5
11.41	16.5
11.42	16.5
11.43	16.5
11.44	16.5
11.45	16.5
11.46	16.5
11.47	16.5
11.48	16.5
11.49	16.5
11.5	16.5
11.51	16.5
11.52	16.5
11.53	16.5
11.54	16.5
11.55	16.5
11.56	16.5
11.57	16.5
11.58	16.5
11.59	16.5
11.6	16.5
11.61	16.5
11.62	16.5
11.63	16.5
11.64	16.5
11.65	16.5
11.66	16.5
11.67	16.5
11.68	16.5
11.69	16.5
11.7	16.5
11.71	16.5
11.72	16.5
11.73	16.5
11.74	16.5
11.75	16.5
11.76	16.5
11.77	16.5
11.78	16.5
11.79	16.5
11.8	16.5
11.81	16.5
11.82	16.5
11.83	16.5
11.84	16.5
11.85	16.5
11.86	16.5
11.87	16.5
11.88	16.5
11.89	16.5
11.9	16.5
11.91	16.5
11.92	16.5
11.93	16.5
11.94	16.5
11.95	16.5
11.96	16.5
11.97	16.5
11.98	16.5
11.99	16.5
12	16.5
12.01	16.5
12.02	16.5
12.03	16.5
12.04	16.5
12.05	16.5
12.06	16.5
12.07	16.5
12.08	16.5
12.09	16.5
12.1	16.5
12.11	16.5
12.12	16.5
